id;scientific name;scientific name authorship;genus;family;order and higher taxonomic rank;decimal Longitude;decimal Latitude;depth;year;campaign;reference;vessel;basisOfRecord;
181;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;67.666667;-48.650000;188;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
182;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;67.716667;-49.466667;189;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
183;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;67.783333;-49.133333;192;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
184;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;67.800000;-49.783333;224;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
185;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;67.800000;-49.783333;224;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
186;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;67.800000;-49.233333;208;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
188;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;67.983333;-48.750000;331;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
189;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;67.983333;-48.750000;331;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
190;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;67.983333;-48.750000;331;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
192;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;68.000000;-49.950000;225;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
194;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;68.133333;-48.133333;188;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
195;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;68.133333;-48.133333;188;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
197;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;68.183333;-49.833333;186;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
199;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;68.316667;-49.716667;185;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
201;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;68.433333;-49.933333;170;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
203;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;68.466667;-48.333333;158;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
205;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;68.483333;-49.816667;178;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
206;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;68.483333;-47.183333;318;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
207;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;68.500000;-50.066667;189;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
209;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;68.616667;-48.216667;167;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
210;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;68.616667;-48.216667;167;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
211;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;68.650000;-48.133333;180;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
214;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;68.983333;-48.233333;162;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
215;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;69.000000;-49.816667;198;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
218;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;69.116667;-48.083333;173;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
220;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;69.166667;-50.083333;145;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
221;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;69.200000;-48.016667;173;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
229;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;69.816667;-49.833333;109;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
233;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;69.983333;-49.933333;153;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
240;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.150000;-48.183333;139;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
254;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.583333;-48.533333;117;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
255;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.583333;-48.533333;117;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
256;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.583333;-51.450000;405;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
257;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.633333;-49.633333;133;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
260;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.716667;-49.233333;82;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
261;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.716667;-49.233333;82;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
262;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.716667;-49.233333;82;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
263;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.716667;-49.233333;82;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
264;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.733333;-48.966667;78;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
269;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.850000;-49.433333;119;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
270;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.850000;-49.433333;119;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
272;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.866667;-49.066667;106;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
273;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.866667;-49.066667;106;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
277;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.966667;-49.216667;123;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
278;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;71.066667;-48.783333;760;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
279;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;71.083333;-48.650000;739;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
281;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;71.133333;-49.350000;440;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
282;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;71.250000;-49.233333;730;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
284;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;71.333333;-50.416667;636;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
290;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;72.050000;-47.800000;599;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
291;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;72.083333;-47.233333;841;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
292;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;72.116667;-47.683333;789;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
114;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.983333;-48.950000;103;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
115;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.000000;-48.466667;128;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
120;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.150000;-48.800000;104;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
124;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.383333;-48.666667;118;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
125;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.383333;-48.666667;118;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
130;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.650000;-47.500000;174;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
131;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.900000;-50.800000;676;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
132;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;71.016667;-47.733333;190;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
133;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;71.050000;-47.550000;200;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
134;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;71.066667;-48.783333;760;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
137;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;71.216667;-47.766667;216;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
138;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;71.216667;-47.766667;216;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
139;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;71.300000;-49.900000;602;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
142;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;71.700000;-50.450000;589;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
143;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;71.766667;-50.666667;557;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
145;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;71.916667;-50.483333;564;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
146;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;71.916667;-50.483333;564;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
147;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;72.050000;-49.483333;781;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
148;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;72.083333;-47.233333;841;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
150;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;72.583333;-50.500000;556;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
151;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;72.666667;-50.750000;516;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
315;Dermechinus_horridus;(A. Agassiz 1879);Dermechinus Mortensen 1942;Echinidae Gray 1825;Camarodonta Jackson 1912;74.382250;-51.144583;434;1992;1992 ANARE Expedition;Green 1993;Aurora Australis;preservedSpecimen;
316;Dermechinus_horridus;(A. Agassiz 1879);Dermechinus Mortensen 1942;Echinidae Gray 1825;Camarodonta Jackson 1912;75.096500;-52.740750;406;1992;1992 ANARE Expedition;Green 1993;Aurora Australis;preservedSpecimen;
335;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;73.053500;-52.628583;255;1992;1992 ANARE Expedition;Green 1993;Aurora Australis;preservedSpecimen;
336;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;73.174167;-52.333833;255;1992;1992 ANARE Expedition;Green 1993;Aurora Australis;preservedSpecimen;
337;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;73.361667;-52.942333;167;1992;1992 ANARE Expedition;Green 1993;Aurora Australis;preservedSpecimen;
339;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;73.677250;-53.211167;126;1992;1992 ANARE Expedition;Green 1993;Aurora Australis;preservedSpecimen;
340;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;74.142833;-52.745583;189;1992;1992 ANARE Expedition;Green 1993;Aurora Australis;preservedSpecimen;
341;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;76.030333;-51.641917;242;1992;1992 ANARE Expedition;Green 1993;Aurora Australis;preservedSpecimen;
433;Sterechinus_neumayeri;(Meissner 1900);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;75.431917;-51.290000;428;1992;1992 ANARE Expedition;Green 1993;Aurora Australis;preservedSpecimen;
434;Sterechinus_neumayeri;(Meissner 1900);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;75.821083;-51.378250;255;1992;1992 ANARE Expedition;Green 1993;Aurora Australis;preservedSpecimen;
155;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;76.030333;-51.641917;242;1992;1992 ANARE Expedition;Green 1993;Aurora Australis;preservedSpecimen;
283;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;71.326917;-51.881917;272;1992;1992 ANARE Expedition;Green 1993;Aurora Australis;preservedSpecimen;
296;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;74.216250;-52.055667;279;1992;1992 ANARE Expedition;Green 1993;Aurora Australis;preservedSpecimen;
298;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;75.064833;-50.720167;36;1992;1992 ANARE Expedition;Green 1993;Aurora Australis;preservedSpecimen;
321;Rhynchocidaris_triplopora;Mortensen 1909;Rhynchocidaris Mortensen 1909;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;73.053500;-52.628583;255;1992;1992 ANARE Expedition;Green 1993;Aurora Australis;preservedSpecimen;
324;Rhynchocidaris_triplopora;Mortensen 1909;Rhynchocidaris Mortensen 1909;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;73.361667;-52.942333;167;1992;1992 ANARE Expedition;Green 1993;Aurora Australis;preservedSpecimen;
325;Rhynchocidaris_triplopora;Mortensen 1909;Rhynchocidaris Mortensen 1909;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;75.064833;-50.720167;21;1992;1992 ANARE Expedition;Green 1993;Aurora Australis;preservedSpecimen;
326;Rhynchocidaris_triplopora;Mortensen 1909;Rhynchocidaris Mortensen 1909;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;76.030333;-51.641917;242;1992;1992 ANARE Expedition;Green 1993;Aurora Australis;preservedSpecimen;
;;;;;;;;;;;;;;
